champs,event_code,discipline,sex,constraint,place,ATHLETE,COUNTRY,RESULT,clesnsed_result,resultscore,
OLY_2021,100m,100 Metres,F,time,5,Ajla Del Ponte,SUI,10.97,10.97,1206,
OLY_2021,100m,100 Metres,F,time,6,Mujinga Kambundji,SUI,10.99,10.99,1202,
OLY_2021,100m,100 Metres,F,time,7,Teahna Daniels,USA,11.02,11.02,1195,
OLY_2021,100m,100 Metres,F,time,8,Darryl Neita,GBR,11.12,11.12,1174,
OLY_2021,100mH,100 Metres Hurdles,F,time,1,Jasmine Camacho-Quinn,PUR,12.37,12.37,1237,
OLY_2021,100mH,100 Metres Hurdles,F,time,2,Kendra Harrison,USA,12.52,12.52,1216,
OLY_2021,100mH,100 Metres Hurdles,F,time,3,Megan Tapper,JAM,12.55,12.55,1211,
OLY_2021,100mH,100 Metres Hurdles,F,time,4,Oluwatobi Amusan,NGR,12.6,12.60,1204,
OLY_2021,100mH,100 Metres Hurdles,F,time,5,Nadine Visser,NED,12.73,12.73,1187,
OLY_2021,100mH,100 Metres Hurdles,F,time,6,Devynne Charlton,BAH,12.74,12.74,1185,
OLY_2021,100mH,100 Metres Hurdles,F,time,7,Gabriele Cunningham,USA,13.01,13.01,1148,
OLY_2021,100mH,100 Metres Hurdles,F,time,8,Britany Anderson,JAM,13.24,13.24,1117,
OLY_2021,JT,Javelin Throw,F,distance,1,Liu Shiying,CHN,66.34,66.34,1196,
OLY_2021,JT,Javelin Throw,F,distance,2,Maria Andrejczyk,POL,64.61,64.61,1163,
OLY_2021,JT,Javelin Throw,F,distance,3,Kelsey-Lee Barber,AUS,64.56,64.56,1163,
OLY_2021,JT,Javelin Throw,F,distance,4,Eda Tugsuz,TUR,64,64.00,1152,
OLY_2021,JT,Javelin Throw,F,distance,5,Lu Huihui,CHN,63.41,63.41,1141,
OLY_2021,JT,Javelin Throw,F,distance,6,Kathryn Mitchell,AUS,61.82,61.82,1112,
OLY_2021,JT,Javelin Throw,F,distance,7,Liveta Jasiunaite,LTU,60.06,60.06,1079,
OLY_2021,JT,Javelin Throw,F,distance,8,Mackenzie Little,AUS,59.96,59.96,1077,
OLY_2021,JT,Javelin Throw,F,distance,9,Christin Hussong,GER,59.94,59.94,1077,
OLY_2021,JT,Javelin Throw,F,distance,10,Maggie Malone,USA,59.82,59.82,1075,
OLY_2021,JT,Javelin Throw,F,distance,11,Madara Palameika,LAT,58.7,58.70,1054,
OLY_2021,JT,Javelin Throw,F,distance,12,Haruka Kitaguchi,JPN,55.42,55.42,993,
OLY_2021,10000m,10000 Metres,F,time,1,Sifan Hassan,NED,29:55.3,1795.30,1252,
OLY_2021,10000m,10000 Metres,F,time,2,Kalkidan Gezahegne,BRN,29:56.2,1796.20,1251,
OLY_2021,10000m,10000 Metres,F,time,3,Letesenbet Gidey,ETH,30:01.7,1802.70,1245,
OLY_2021,10000m,10000 Metres,F,time,4,Hellen Obiri,KEN,30:24.3,1824.30,1225,
OLY_2021,10000m,10000 Metres,F,time,5,Francine Niyonsaba,BDI,30:41.9,1842.90,1208,
OLY_2021,10000m,10000 Metres,F,time,6,Irene Chebet Cheptai,KEN,30:44.0,1844.00,1207,
OLY_2021,10000m,10000 Metres,F,time,7,Ririka Hironaka,JPN,31:00.7,1861.70,1191,
OLY_2021,10000m,10000 Metres,F,time,8,Konstanze Klosterhalfen,GER,31:02.0,1862.00,1191,
OLY_2021,10000m,10000 Metres,F,time,9,Eilish McColgan,GBR,31:04.5,1865.50,1188,
OLY_2021,10000m,10000 Metres,F,time,10,Emily Sisson,USA,31:09.6,1870.60,1183,
OLY_2021,10000m,10000 Metres,F,time,11,Yasemin Can,TUR,31:10.1,1870.10,1184,
OLY_2021,10000m,10000 Metres,F,time,12,Karissa Schweizer,USA,31:20.0,1880.00,1175,
OLY_2021,TJ,Triple Jump,F,distance,1,Yulimar Rojas,VEN,15.67,15.67,1290,
OLY_2021,TJ,Triple Jump,F,distance,2,Patrícia Mamona,POR,15.01,15.01,1221,
OLY_2021,TJ,Triple Jump,F,distance,3,Ana Peleteiro,ESP,14.87,14.87,1207,
OLY_2021,TJ,Triple Jump,F,distance,4,Shanieka Thomas,JAM,14.84,14.84,1204,
OLY_2021,TJ,Triple Jump,F,distance,5,Liadagmis Povea,CUB,14.7,14.70,1189,
OLY_2021,TJ,Triple Jump,F,distance,6,Hanna Knyazyeva-Minenko,ISR,14.6,14.60,1179,
OLY_2021,TJ,Triple Jump,F,distance,7,Keturah Orji,USA,14.59,14.59,1178,
OLY_2021,TJ,Triple Jump,F,distance,8,Kimberly Williams,JAM,14.51,14.51,1170,
OLY_2021,TJ,Triple Jump,F,distance,9,Rouguy Diallo,FRA,14.38,14.38,1156,
OLY_2021,TJ,Triple Jump,F,distance,10,Caterine Ibargüen,COL,14.25,14.25,1143,
OLY_2021,TJ,Triple Jump,F,distance,11,Kristiina Mäkelä,FIN,14.17,14.17,1135,
OLY_2021,TJ,Triple Jump,F,distance,12,Thea Lafond,DMA,12.57,12.57,972,
OLY_2021,5000m,5000 Metres,M,time,1,Joshua Cheptegei,UGA,12:58.2,778.20,1216,
OLY_2021,5000m,5000 Metres,M,time,2,Mohammed Ahmed,CAN,12:58.6,779.60,1211,
OLY_2021,5000m,5000 Metres,M,time,3,Paul Kipkemoi Chelimo,USA,12:59.1,779.10,1213,
OLY_2021,5000m,5000 Metres,M,time,4,Nicholas Kipkorir Kimeli,KEN,12:59.2,779.20,1213,
OLY_2021,5000m,5000 Metres,M,time,5,Jacob Kiplimo,UGA,13:02.4,782.40,1201,
OLY_2021,5000m,5000 Metres,M,time,6,Birhanu Yemataw Balew,BRN,13:03.2,783.20,1198,
OLY_2021,5000m,5000 Metres,M,time,7,Justyn Knight,CAN,13:04.4,784.40,1194,
OLY_2021,5000m,5000 Metres,M,time,8,Mohamed Katir,ESP,13:06.6,787.60,1182,
OLY_2021,5000m,5000 Metres,M,time,9,Grant Fisher,USA,13:08.4,788.40,1179,
OLY_2021,5000m,5000 Metres,M,time,10,Milkesa Mengesha,ETH,13:08.5,789.50,1175,
OLY_2021,5000m,5000 Metres,M,time,11,Andrew Butchart,GBR,13:10.0,790.00,1173,
OLY_2021,5000m,5000 Metres,M,time,12,Luis Grijalva,GUA,13:10.1,790.10,1173,
OLY_2021,HT,Hammer Throw,M,distance,1,Wojciech Nowicki,POL,82.52,82.52,1242,
OLY_2021,HT,Hammer Throw,M,distance,2,Eivind Henriksen,NOR,81.58,81.58,1227,
OLY_2021,HT,Hammer Throw,M,distance,3,Pawel Fajdek,POL,81.53,81.53,1226,
OLY_2021,HT,Hammer Throw,M,distance,4,Mykhaylo Kokhan,UKR,80.39,80.39,1209,
OLY_2021,HT,Hammer Throw,M,distance,5,Quentin Bigot,FRA,79.39,79.39,1193,
OLY_2021,HT,Hammer Throw,M,distance,6,Nick Miller,GBR,78.15,78.15,1174,
OLY_2021,HT,Hammer Throw,M,distance,7,Rudy Winkler,USA,77.08,77.08,1157,
OLY_2021,HT,Hammer Throw,M,distance,8,Valeriy Pronkin,ROC,76.72,76.72,1152,
OLY_2021,HT,Hammer Throw,M,distance,9,Esref Apak,TUR,76.71,76.71,1152,
OLY_2021,HT,Hammer Throw,M,distance,10,Javier Cienfuegos,ESP,76.3,76.30,1145,
OLY_2021,HT,Hammer Throw,M,distance,11,Daniel Haugh,USA,76.22,76.22,1144,
OLY_2021,HT,Hammer Throw,M,distance,12,Serghei Marghiev,MDA,75.24,75.24,1129,
OLY_2021,LJ,Long Jump,F,distance,1,Malaika Mihambo,GER,7,7.00,1218,
OLY_2021,LJ,Long Jump,F,distance,2,Brittney Reese,USA,6.97,6.97,1211,
OLY_2021,LJ,Long Jump,F,distance,3,Ese Brume,NGR,6.97,6.97,1211,
OLY_2021,LJ,Long Jump,F,distance,4,Ivana Spanovic,SRB,6.91,6.91,1198,
OLY_2021,LJ,Long Jump,F,distance,5,Maryna Bekh,UKR,6.88,6.88,1191,
OLY_2021,LJ,Long Jump,F,distance,6,Tara Davis,USA,6.84,6.84,1183,
OLY_2021,LJ,Long Jump,F,distance,7,Brooke Stratton,AUS,6.83,6.83,1180,
OLY_2021,LJ,Long Jump,F,distance,8,Jazmin Sawyers,GBR,6.8,6.80,1174,
OLY_2021,LJ,Long Jump,F,distance,9,Khaddi Sagnia,SWE,6.67,6.67,1145,
OLY_2021,LJ,Long Jump,F,distance,10,Tyra Gittens,TRI,6.6,6.60,1130,
OLY_2021,LJ,Long Jump,F,distance,11,Abigail Irozuru,GBR,6.51,6.51,1110,
OLY_2021,LJ,Long Jump,F,distance,12,Chantel Malone,IVB,6.5,6.50,1108,
OLY_2021,110mH,110 Metres Hurdles,M,time,1,Hansle Parchment,JAM,13.04,13.04,1247,
OLY_2021,110mH,110 Metres Hurdles,M,time,2,Grant Holloway,USA,13.09,13.09,1237,
OLY_2021,110mH,110 Metres Hurdles,M,time,3,Ronald Levy,JAM,13.1,13.10,1235,
OLY_2021,110mH,110 Metres Hurdles,M,time,4,Devon Allen,USA,13.14,13.14,1227,
OLY_2021,110mH,110 Metres Hurdles,M,time,5,Pascal Martinot-Lagarde,FRA,13.16,13.16,1223,
OLY_2021,110mH,110 Metres Hurdles,M,time,6,Asier Martínez,ESP,13.22,13.22,1212,
OLY_2021,110mH,110 Metres Hurdles,M,time,7,Andrew Pozzi,GBR,13.3,13.30,1196,
OLY_2021,110mH,110 Metres Hurdles,M,time,8,Aurel Manga,FRA,13.38,13.38,1181,
OLY_2021,200m,200 Metres,F,time,1,Elaine Thompson-Herah,JAM,21.53,21.53,1288,
OLY_2021,200m,200 Metres,F,time,2,Christine Mboma,NAM,21.81,21.81,1258,
OLY_2021,200m,200 Metres,F,time,3,Gabrielle Thomas,USA,21.87,21.87,1251,
OLY_2021,200m,200 Metres,F,time,4,Shelly-Ann Fraser-Pryce,JAM,21.94,21.94,1244,
OLY_2021,200m,200 Metres,F,time,5,Marie Josée Ta Lou,CIV,22.27,22.27,1209,
OLY_2021,200m,200 Metres,F,time,6,Beatrice Masilingi,NAM,22.28,22.28,1208,
OLY_2021,200m,200 Metres,F,time,7,Mujinga Kambundji,SUI,22.3,22.30,1206,
OLY_2021,200m,200 Metres,F,time,8,Shaunae Miller-Uibo,BAH,24,24.00,1036,
OLY_2021,SP,Shot Put,M,distance,1,Ryan Crouser,USA,23.3,23.30,1318,
OLY_2021,SP,Shot Put,M,distance,2,Joe Kovacs,USA,22.65,22.65,1279,
OLY_2021,SP,Shot Put,M,distance,3,Tomas Walsh,NZL,22.47,22.47,1269,
OLY_2021,SP,Shot Put,M,distance,4,Darlan Romani,BRA,21.88,21.88,1233,
OLY_2021,SP,Shot Put,M,distance,5,Zane Weir,ITA,21.41,21.41,1205,
OLY_2021,SP,Shot Put,M,distance,6,Kyle Blignaut,RSA,21,21.00,1181,
OLY_2021,SP,Shot Put,M,distance,7,Armin Sinancevic,SRB,20.89,20.89,1174,
OLY_2021,SP,Shot Put,M,distance,8,Mostafa Amr Ahmed,EGY,20.73,20.73,1164,
OLY_2021,SP,Shot Put,M,distance,9,Jacko Gill,NZL,20.71,20.71,1163,
OLY_2021,SP,Shot Put,M,distance,10,Payton Otterdahl,USA,20.32,20.32,1140,
OLY_2021,SP,Shot Put,M,distance,11,Mesud Pezer,BIH,20.08,20.08,1126,
OLY_2021,SP,Shot Put,M,distance,12,Chukwuebuka Enekwechi,NGR,19.74,19.74,1105,
OLY_2021,50kmW,50 Kilometres Race Walk,M,time,1,Dawid Tomala,POL,3:50:08,13808.00,1162,
OLY_2021,50kmW,50 Kilometres Race Walk,M,time,2,Jonathan Hilbert,GER,3:50:44,13844.00,1158,
OLY_2021,50kmW,50 Kilometres Race Walk,M,time,3,Evan Dunfee,CAN,3:50:59,13859.00,1157,
OLY_2021,50kmW,50 Kilometres Race Walk,M,time,4,Marc Tur,ESP,3:51:08,13868.00,1156,
OLY_2021,50kmW,50 Kilometres Race Walk,M,time,5,João Vieira,POR,3:51:28,13888.00,1154,
OLY_2021,50kmW,50 Kilometres Race Walk,M,time,6,Masatora Kawano,JPN,3:51:56,13916.00,1151,
OLY_2021,50kmW,50 Kilometres Race Walk,M,time,7,Bian Tongda,CHN,3:52:01,13921.00,1151,
OLY_2021,50kmW,50 Kilometres Race Walk,M,time,8,Rhydian Cowley,AUS,3:52:01,13921.00,1151,
OLY_2021,50kmW,50 Kilometres Race Walk,M,time,9,Veli-Matti Partanen,FIN,3:52:39,13959.00,1147,
OLY_2021,50kmW,50 Kilometres Race Walk,M,time,10,Brendan Boyce,IRL,3:53:40,14020.00,1141,
OLY_2021,50kmW,50 Kilometres Race Walk,M,time,11,José Leonardo Montaña,COL,3:53:50,14030.00,1140,
OLY_2021,50kmW,50 Kilometres Race Walk,M,time,12,Artur Brzozowski,POL,3:54:08,14048.00,1138,
OLY_2021,800m,800 Metres,M,time,1,Emmanuel Kipkurui Korir,KEN,01:45.1,105.10,1170,
OLY_2021,800m,800 Metres,M,time,2,Ferguson Rotich,KEN,01:45.2,105.20,1167,
OLY_2021,800m,800 Metres,M,time,3,Patryk Dobek,POL,01:45.4,105.40,1161,
OLY_2021,800m,800 Metres,M,time,4,Peter Bol,AUS,01:45.9,106.90,1116,
OLY_2021,800m,800 Metres,M,time,5,Adrián Ben,ESP,01:46.0,106.00,1143,
OLY_2021,800m,800 Metres,M,time,6,Amel Tuka,BIH,01:46.0,106.00,1143,
OLY_2021,800m,800 Metres,M,time,7,Gabriel Tual,FRA,01:46.0,106.00,1143,
OLY_2021,800m,800 Metres,M,time,8,Nijel Amos,BOT,01:46.4,106.40,1131,
OLY_2021,20kmW,20 Kilometres Race Walk,F,time,1,Antonella Palmisano,ITA,1:29:12,5352.00,1151,
OLY_2021,20kmW,20 Kilometres Race Walk,F,time,2,Sandra Arenas,COL,1:29:37,5377.00,1144,
OLY_2021,20kmW,20 Kilometres Race Walk,F,time,3,Liu Hong,CHN,1:29:57,5397.00,1138,
OLY_2021,20kmW,20 Kilometres Race Walk,F,time,4,María Pérez,ESP,1:30:05,5405.00,1136,
OLY_2021,20kmW,20 Kilometres Race Walk,F,time,5,Alegna González,MEX,1:30:33,5433.00,1128,
OLY_2021,20kmW,20 Kilometres Race Walk,F,time,6,Jemima Montag,AUS,1:30:39,5439.00,1126,
OLY_2021,20kmW,20 Kilometres Race Walk,F,time,7,Qieyang Shenjie,CHN,1:31:04,5464.00,1119,
OLY_2021,20kmW,20 Kilometres Race Walk,F,time,8,Antigóni Drisbióti,GRE,1:31:24,5484.00,1113,
OLY_2021,20kmW,20 Kilometres Race Walk,F,time,9,Paola Pérez,ECU,1:31:26,5486.00,1112,
OLY_2021,20kmW,20 Kilometres Race Walk,F,time,10,Katarzyna Zdzieblo,POL,1:31:29,5489.00,1111,
OLY_2021,20kmW,20 Kilometres Race Walk,F,time,11,Erica de Sena,BRA,1:31:39,5499.00,1109,
OLY_2021,20kmW,20 Kilometres Race Walk,F,time,12,Yang Jiayu,CHN,1:31:54,5514.00,1104,
OLY_2021,400m,400 Metres,F,time,1,Shaunae Miller-Uibo,BAH,48.36,48.36,1272,
OLY_2021,400m,400 Metres,F,time,2,Marileidy Paulino,DOM,49.2,49.20,1238,
OLY_2021,400m,400 Metres,F,time,3,Allyson Felix,USA,49.46,49.46,1227,
OLY_2021,400m,400 Metres,F,time,4,Stephenie McPherson,JAM,49.61,49.61,1221,
OLY_2021,400m,400 Metres,F,time,5,Candice McLeod,JAM,49.87,49.87,1211,
OLY_2021,400m,400 Metres,F,time,6,Jodie Williams,GBR,49.97,49.97,1207,
OLY_2021,400m,400 Metres,F,time,7,Quanera Hayes,USA,50.88,50.88,1170,
OLY_2021,400mH,400 Metres Hurdles,F,time,1,Sydney McLaughlin,USA,51.46,51.46,1286,
OLY_2021,400mH,400 Metres Hurdles,F,time,2,Dalilah Muhammad,USA,51.58,51.58,1282,
OLY_2021,400mH,400 Metres Hurdles,F,time,3,Femke Bol,NED,52.03,52.03,1267,
OLY_2021,400mH,400 Metres Hurdles,F,time,4,Janieve Russell,JAM,53.08,53.08,1234,
OLY_2021,400mH,400 Metres Hurdles,F,time,5,Anna Ryzhykova,UKR,53.48,53.48,1221,
OLY_2021,400mH,400 Metres Hurdles,F,time,6,Viktoriya Tkachuk,UKR,53.79,53.79,1211,
OLY_2021,400mH,400 Metres Hurdles,F,time,7,Gianna Woodruff,PAN,55.84,55.84,1147,
OLY_2021,HJ,High Jump,M,distance,1,Gianmarco Tamberi,ITA,2.37,2.37,1242,
OLY_2021,HJ,High Jump,M,distance,2,Mutaz Essa Barshim,QAT,2.37,2.37,1242,
OLY_2021,HJ,High Jump,M,distance,3,Maksim Nedasekau,BLR,2.37,2.37,1242,
OLY_2021,HJ,High Jump,M,distance,4,Woo Sang-Hyuk,KOR,2.35,2.35,1224,
OLY_2021,HJ,High Jump,M,distance,5,Brandon Starc,AUS,2.35,2.35,1224,
OLY_2021,HJ,High Jump,M,distance,6,Mikhail Akimenko,ROC,2.33,2.33,1206,
OLY_2021,HJ,High Jump,M,distance,7,Juvaughn Harrison,USA,2.33,2.33,1206,
OLY_2021,HJ,High Jump,M,distance,8,Django Lovett,CAN,2.3,2.30,1179,
OLY_2021,HJ,High Jump,M,distance,9,Ilya Ivanyuk,ROC,2.3,2.30,1179,
OLY_2021,HJ,High Jump,M,distance,10,Hamish Kerr,NZL,2.3,2.30,1179,
OLY_2021,HJ,High Jump,M,distance,11,Tom Gale,GBR,2.27,2.27,1152,
OLY_2021,HJ,High Jump,M,distance,12,Shelby Mcewen,USA,2.27,2.27,1152,
OLY_2021,Marathon,Marathon,M,time,1,Eliud Kipchoge,KEN,2:08:38,7718.00,1183,
OLY_2021,Marathon,Marathon,M,time,2,Abdi Nageeye,NED,2:09:58,7798.00,1161,
OLY_2021,Marathon,Marathon,M,time,3,Bashir Abdi,BEL,2:10:00,7800.00,1160,
OLY_2021,Marathon,Marathon,M,time,4,Lawrence Cherono,KEN,2:10:02,7802.00,1160,
OLY_2021,Marathon,Marathon,M,time,5,Ayad Lamdassem,ESP,2:10:16,7816.00,1156,
OLY_2021,Marathon,Marathon,M,time,6,Suguru Osako,JPN,2:10:41,7841.00,1149,
OLY_2021,Marathon,Marathon,M,time,7,Alphonce Simbu,TAN,2:11:35,7895.00,1134,
OLY_2021,Marathon,Marathon,M,time,8,Galen Rupp,USA,2:11:41,7901.00,1132,
OLY_2021,Marathon,Marathon,M,time,9,Othmane El Goumri,MAR,2:11:58,7918.00,1128,
OLY_2021,Marathon,Marathon,M,time,10,Koen Naert,BEL,2:12:13,7933.00,1124,
OLY_2021,Marathon,Marathon,M,time,11,Mohamed Reda El Aaraby,MAR,2:12:22,7942.00,1121,
OLY_2021,Marathon,Marathon,M,time,12,Nicolas Navarro,FRA,2:12:50,7970.00,1114,
OLY_2021,PV,Pole Vault,M,distance,1,Armand Duplantis,SWE,6.02,6.02,1272,
OLY_2021,PV,Pole Vault,M,distance,2,Chris Nilsen,USA,5.97,5.97,1259,
OLY_2021,PV,Pole Vault,M,distance,3,Thiago Braz da Silva,BRA,5.87,5.87,1231,
OLY_2021,PV,Pole Vault,M,distance,4,Emmanouil Karalis,GRE,5.8,5.80,1212,
OLY_2021,PV,Pole Vault,M,distance,4,Kc Lightfoot,USA,5.8,5.80,1212,
OLY_2021,PV,Pole Vault,M,distance,6,Piotr Lisek,POL,5.8,5.80,1212,
OLY_2021,PV,Pole Vault,M,distance,7,Harry Coppell,GBR,5.8,5.80,1212,
OLY_2021,PV,Pole Vault,M,distance,8,Renaud Lavillenie,FRA,5.7,5.70,1184,
OLY_2021,PV,Pole Vault,M,distance,9,Oleg Zernikel,GER,5.7,5.70,1184,
OLY_2021,PV,Pole Vault,M,distance,10,Ersu Sasma,TUR,5.7,5.70,1184,
OLY_2021,PV,Pole Vault,M,distance,11,Bo Kanda Lita Baehre,GER,5.7,5.70,1184,
OLY_2021,PV,Pole Vault,M,distance,11,Ernest Obiena,PHI,5.7,5.70,1184,
OLY_2021,800m,800 Metres,F,time,1,Athing Mu,USA,01:55.2,115.20,1250,
OLY_2021,800m,800 Metres,F,time,2,Keely Hodgkinson,GBR,01:55.9,116.90,1218,
OLY_2021,800m,800 Metres,F,time,3,Raevyn Rogers,USA,01:56.8,117.80,1202,
OLY_2021,800m,800 Metres,F,time,4,Jemma Reekie,GBR,01:56.9,117.90,1200,
OLY_2021,800m,800 Metres,F,time,5,Wang Chunyu,CHN,01:57.0,117.00,1217,
OLY_2021,800m,800 Metres,F,time,6,Habitam Alemu,ETH,01:57.6,118.60,1187,
OLY_2021,800m,800 Metres,F,time,7,Alexandra Bell,GBR,01:57.7,118.70,1186,
OLY_2021,800m,800 Metres,F,time,8,Natoya Goule,JAM,01:58.3,118.30,1193,
OLY_2021,HJ,High Jump,F,distance,1,Maria Lasitskene,ROC,2.04,2.04,1259,
OLY_2021,HJ,High Jump,F,distance,2,Nicola Mcdermott,AUS,2.02,2.02,1239,
OLY_2021,HJ,High Jump,F,distance,3,Yaroslava Mahuchikh,UKR,2,2.00,1219,
OLY_2021,HJ,High Jump,F,distance,4,Iryna Herashchenko,UKR,1.98,1.98,1200,
OLY_2021,HJ,High Jump,F,distance,5,Eleanor Patterson,AUS,1.96,1.96,1180,
OLY_2021,HJ,High Jump,F,distance,6,Vashti Cunningham,USA,1.96,1.96,1180,
OLY_2021,HJ,High Jump,F,distance,6,Safina Sadullayeva,UZB,1.96,1.96,1180,
OLY_2021,HJ,High Jump,F,distance,8,Yuliya Levchenko,UKR,1.96,1.96,1180,
OLY_2021,HJ,High Jump,F,distance,9,Marija Vukovic,MNE,1.96,1.96,1180,
OLY_2021,HJ,High Jump,F,distance,10,Marie-Laurence Jungfleisch,GER,1.93,1.93,1150,
OLY_2021,HJ,High Jump,F,distance,11,Kamila Licwinko,POL,1.93,1.93,1150,
OLY_2021,HJ,High Jump,F,distance,12,Mirela Demireva,BUL,1.93,1.93,1150,
OLY_2021,400m,400 Metres,M,time,1,Steven Gardiner,BAH,43.85,43.85,1261,
OLY_2021,400m,400 Metres,M,time,2,Anthony José Zambrano,COL,44.08,44.08,1245,
OLY_2021,400m,400 Metres,M,time,3,Kirani James,GRN,44.19,44.19,1237,
OLY_2021,400m,400 Metres,M,time,4,Michael Cherry,USA,44.21,44.21,1235,
OLY_2021,400m,400 Metres,M,time,5,Michael Norman,USA,44.31,44.31,1228,
OLY_2021,400m,400 Metres,M,time,6,Christopher Taylor,JAM,44.79,44.79,1194,
OLY_2021,400m,400 Metres,M,time,7,Isaac Makwala,BOT,44.94,44.94,1184,
OLY_2021,400m,400 Metres,M,time,8,Liemarvin Bonevacia,NED,45.07,45.07,1175,
OLY_2021,HT,Hammer Throw,F,distance,1,Anita Wlodarczyk,POL,78.48,78.48,1230,
OLY_2021,HT,Hammer Throw,F,distance,2,Wang Zheng,CHN,77.03,77.03,1207,
OLY_2021,HT,Hammer Throw,F,distance,3,Malwina Kopron,POL,75.49,75.49,1182,
OLY_2021,HT,Hammer Throw,F,distance,4,Alexandra Tavernier,FRA,74.41,74.41,1165,
OLY_2021,HT,Hammer Throw,F,distance,5,Camryn Rogers,CAN,74.35,74.35,1164,
OLY_2021,HT,Hammer Throw,F,distance,6,Bianca Perie,ROU,74.18,74.18,1161,
OLY_2021,HT,Hammer Throw,F,distance,7,Joanna Fiodorow,POL,73.83,73.83,1155,
OLY_2021,HT,Hammer Throw,F,distance,8,Deanna Price,USA,73.09,73.09,1143,
OLY_2021,HT,Hammer Throw,F,distance,9,Julia Ratcliffe,NZL,72.69,72.69,1137,
OLY_2021,HT,Hammer Throw,F,distance,10,Brooke Andersen,USA,72.16,72.16,1128,
OLY_2021,HT,Hammer Throw,F,distance,11,Gwen Berry,USA,71.35,71.35,1115,
OLY_2021,HT,Hammer Throw,F,distance,12,Sara Fantini,ITA,69.1,69.10,1079,
OLY_2021,JT,Javelin Throw,M,distance,1,Neeraj Chopra,IND,87.58,87.58,1209,
OLY_2021,JT,Javelin Throw,M,distance,2,Jakub Vadlejch,CZE,86.67,86.67,1196,
OLY_2021,JT,Javelin Throw,M,distance,3,Vítezslav Veselý,CZE,85.44,85.44,1179,
OLY_2021,JT,Javelin Throw,M,distance,4,Julian Weber,GER,85.3,85.30,1177,
OLY_2021,JT,Javelin Throw,M,distance,5,Arshad Nadeem,PAK,84.62,84.62,1167,
OLY_2021,JT,Javelin Throw,M,distance,6,Aliaksei Katkavets,BLR,83.71,83.71,1154,
OLY_2021,JT,Javelin Throw,M,distance,7,Andrian Mardare,MDA,83.3,83.30,1148,
OLY_2021,JT,Javelin Throw,M,distance,8,Lassi Etelätalo,FIN,83.28,83.28,1148,
OLY_2021,JT,Javelin Throw,M,distance,9,Johannes Vetter,GER,82.52,82.52,1137,
OLY_2021,JT,Javelin Throw,M,distance,10,Pavel Mialeshka,BLR,82.28,82.28,1134,
OLY_2021,JT,Javelin Throw,M,distance,11,Kim Amb,SWE,79.69,79.69,1097,
OLY_2021,JT,Javelin Throw,M,distance,12,Alexandru Novac,ROU,79.29,79.29,1091,
OLY_2021,3000mSC,3000 Metres Steeplechase,M,time,1,Soufiane Elbakkali,MAR,08:08.9,489.90,1212,
OLY_2021,3000mSC,3000 Metres Steeplechase,M,time,2,Lamecha Girma,ETH,08:10.4,490.40,1210,
OLY_2021,3000mSC,3000 Metres Steeplechase,M,time,3,Benjamin Kigen,KEN,08:11.5,491.50,1205,
OLY_2021,3000mSC,3000 Metres Steeplechase,M,time,4,Getnet Wale,ETH,08:15.0,495.00,1189,
OLY_2021,3000mSC,3000 Metres Steeplechase,M,time,5,Yemane Haileselassie,ERI,08:15.3,495.30,1188,
OLY_2021,3000mSC,3000 Metres Steeplechase,M,time,6,Matthew Hughes,CAN,08:16.0,496.00,1185,
OLY_2021,3000mSC,3000 Metres Steeplechase,M,time,7,Ryuji Miura,JPN,08:16.9,497.90,1176,
OLY_2021,3000mSC,3000 Metres Steeplechase,M,time,8,Topi Raitanen,FIN,08:17.4,497.40,1178,
OLY_2021,3000mSC,3000 Metres Steeplechase,M,time,9,Ala Zoghlami,ITA,08:18.5,498.50,1173,
OLY_2021,3000mSC,3000 Metres Steeplechase,M,time,10,Abraham Kibiwott,KEN,08:19.4,499.40,1169,
OLY_2021,3000mSC,3000 Metres Steeplechase,M,time,11,Benard Keter,USA,08:22.1,502.10,1157,
OLY_2021,3000mSC,3000 Metres Steeplechase,M,time,12,Alexis Phelut,FRA,08:23.1,503.10,1153,
OLY_2021,20kmW,20 Kilometres Race Walk,M,time,1,Massimo Stano,ITA,1:21:05,4865.00,1168,
OLY_2021,20kmW,20 Kilometres Race Walk,M,time,2,Koki Ikeda,JPN,1:21:14,4874.00,1164,
OLY_2021,20kmW,20 Kilometres Race Walk,M,time,3,Toshikazu Yamanishi,JPN,1:21:28,4888.00,1159,
OLY_2021,20kmW,20 Kilometres Race Walk,M,time,4,Álvaro Martín,ESP,1:21:46,4906.00,1153,
OLY_2021,20kmW,20 Kilometres Race Walk,M,time,5,Christopher Linke,GER,1:21:50,4910.00,1151,
OLY_2021,20kmW,20 Kilometres Race Walk,M,time,6,Diego García,ESP,1:21:57,4917.00,1149,
OLY_2021,20kmW,20 Kilometres Race Walk,M,time,7,Wang Kaihua,CHN,1:22:03,4923.00,1147,
OLY_2021,20kmW,20 Kilometres Race Walk,M,time,8,Zhang Jun,CHN,1:22:16,4936.00,1142,
OLY_2021,20kmW,20 Kilometres Race Walk,M,time,9,Perseus Karlström,SWE,1:22:29,4949.00,1138,
OLY_2021,20kmW,20 Kilometres Race Walk,M,time,10,Callum Wilkinson,GBR,1:22:38,4958.00,1135,
OLY_2021,20kmW,20 Kilometres Race Walk,M,time,11,Andrés Olivas,MEX,1:22:46,4966.00,1132,
