champs,event_code,discipline,sex,constraint,place,ATHLETE,COUNTRY,RESULT,clesnsed_result,resultscore,
WC_2023,PV,Pole Vault,F,distance,4,Tina ŠUTEJ,SLO,4.80,4.80,1208,
WC_2023,PV,Pole Vault,F,distance,5,Molly CAUDERY,GBR,4.75,4.75,1192,
WC_2023,PV,Pole Vault,F,distance,5,Angelica MOSER,SUI,4.75,4.75,1192,
WC_2023,PV,Pole Vault,F,distance,7,Sandi MORRIS,USA,4.65,4.65,1161,
WC_2023,PV,Pole Vault,F,distance,8,Robeilys PEINADO,VEN,4.65,4.65,1161,
WC_2023,PV,Pole Vault,F,distance,9,Hana MOLL,USA,4.50,4.50,1114,
WC_2023,PV,Pole Vault,F,distance,9,Elisa MOLINAROLO,ITA,4.50,4.50,1114,
WC_2023,PV,Pole Vault,F,distance,11,Amálie ŠVÁBÍKOVÁ,CZE,4.50,4.50,1114,
WC_2023,PV,Pole Vault,F,distance,12,Bridget WILLIAMS,USA,4.50,4.50,1114,
WC_2023,HT,Hammer Throw,F,distance,1,Camryn ROGERS,CAN,77.22,77.22,1210,
WC_2023,HT,Hammer Throw,F,distance,2,Janee' KASSANAVOID,USA,76.36,76.36,1196,
WC_2023,HT,Hammer Throw,F,distance,3,DeAnna PRICE,USA,75.41,75.41,1181,
WC_2023,HT,Hammer Throw,F,distance,4,Hanna SKYDAN,AZE,74.18,74.18,1161,
WC_2023,HT,Hammer Throw,F,distance,5,Silja KOSONEN,FIN,73.89,73.89,1156,
WC_2023,HT,Hammer Throw,F,distance,6,Sara FANTINI,ITA,73.85,73.85,1155,
WC_2023,HT,Hammer Throw,F,distance,7,Bianca Florentina GHELBER,ROU,73.7,73.70,1153,
WC_2023,HT,Hammer Throw,F,distance,8,Zheng WANG,CHN,72.14,72.14,1128,
WC_2023,HT,Hammer Throw,F,distance,9,Katrine Koch JACOBSEN,DEN,71.33,71.33,1115,
WC_2023,HT,Hammer Throw,F,distance,10,Jie ZHAO,CHN,70.29,70.29,1098,
WC_2023,HT,Hammer Throw,F,distance,11,Anna PURCHASE,GBR,70.29,70.29,1098,
WC_2023,JT,Javelin Throw,F,distance,1,Haruka KITAGUCHI,JPN,66.73,66.73,1203,
WC_2023,JT,Javelin Throw,F,distance,2,Flor Denis RUIZ HURTADO,COL,65.47,65.47,1179,
WC_2023,JT,Javelin Throw,F,distance,3,Mackenzie LITTLE,AUS,63.38,63.38,1141,
WC_2023,JT,Javelin Throw,F,distance,4,Anete KOCIŅA,LAT,63.18,63.18,1137,
WC_2023,JT,Javelin Throw,F,distance,5,Victoria HUDSON,AUT,62.92,62.92,1132,
WC_2023,JT,Javelin Throw,F,distance,6,Shiying LIU,CHN,61.66,61.66,1109,
WC_2023,JT,Javelin Throw,F,distance,7,Kelsey-Lee BARBER,AUS,61.19,61.19,1100,
WC_2023,JT,Javelin Throw,F,distance,8,Jucilene Sales DE LIMA,BRA,60.34,60.34,1084,
WC_2023,JT,Javelin Throw,F,distance,9,Līna MŪZE-SIRMĀ,LAT,58.43,58.43,1049,
WC_2023,JT,Javelin Throw,F,distance,10,Jo-Ane VAN DYK,RSA,57.43,57.43,1030,
WC_2023,JT,Javelin Throw,F,distance,11,Maria Lucelly MURILLO,COL,54.85,54.85,983,
WC_2023,SP,Shot Put,F,distance,1,Chase EALEY,USA,20.43,20.43,1234,
WC_2023,SP,Shot Put,F,distance,2,Sarah MITTON,CAN,20.08,20.08,1212,
WC_2023,SP,Shot Put,F,distance,3,Lijiao GONG,CHN,19.69,19.69,1188,
WC_2023,SP,Shot Put,F,distance,4,Auriol DONGMO,POR,19.69,19.69,1188,
WC_2023,SP,Shot Put,F,distance,5,Danniel THOMAS-DODD,JAM,19.59,19.59,1182,
WC_2023,SP,Shot Put,F,distance,6,Maggie EWEN,USA,19.51,19.51,1177,
WC_2023,SP,Shot Put,F,distance,7,Maddison-Lee WESCHE,NZL,19.51,19.51,1177,
WC_2023,SP,Shot Put,F,distance,8,Jessica SCHILDER,NED,19.26,19.26,1161,
WC_2023,SP,Shot Put,F,distance,9,Jorinde VAN KLINKEN,NED,19.05,19.05,1148,
WC_2023,SP,Shot Put,F,distance,10,Yemisi OGUNLEYE,GER,18.97,18.97,1143,
WC_2023,SP,Shot Put,F,distance,11,Jiayuan SONG,CHN,18.9,18.90,1139,
WC_2023,SP,Shot Put,F,distance,12,Sara GAMBETTA,GER,18.71,18.71,1127,
WC_2023,DT,Discus Throw,F,distance,1,Laulauga TAUSAGA,USA,69.49,69.49,1247,
WC_2023,DT,Discus Throw,F,distance,2,Valarie ALLMAN,USA,69.23,69.23,1242,
WC_2023,DT,Discus Throw,F,distance,3,Bin FENG,CHN,68.20,68.20,1223,
WC_2023,DT,Discus Throw,F,distance,4,Jorinde VAN KLINKEN,NED,67.20,67.20,1204,
WC_2023,DT,Discus Throw,F,distance,5,Sandra PERKOVIĆ,CRO,66.57,66.57,1193,
WC_2023,DT,Discus Throw,F,distance,6,Kristin PUDENZ,GER,65.96,65.96,1181,
WC_2023,DT,Discus Throw,F,distance,7,Shanice CRAFT,GER,65.47,65.47,1172,
WC_2023,DT,Discus Throw,F,distance,8,Liliana CÁ,POR,63.59,63.59,1138,
WC_2023,DT,Discus Throw,F,distance,9,Melina ROBERT-MICHON,FRA,63.46,63.46,1135,
WC_2023,DT,Discus Throw,F,distance,10,Claudine VITA,GER,63.19,63.19,1130,
WC_2023,DT,Discus Throw,F,distance,11,Silinda Oneisi MORALES,CUB,62.31,62.31,1114,
WC_2023,DT,Discus Throw,F,distance,12,Daisy OSAKUE,ITA,61.13,61.13,1092,
WC_2022,20kmW,20 Kilometres Race Walk,M,time,1,Toshikazu YAMANISHI,JPN,1:19:07,4747.00,1210,
WC_2022,20kmW,20 Kilometres Race Walk,M,time,2,Koki IKEDA,JPN,1:19:14,4754.00,1208,
WC_2022,20kmW,20 Kilometres Race Walk,M,time,3,Perseus KARLSTRÖM,SWE,1:19:18,4758.00,1206,
WC_2022,20kmW,20 Kilometres Race Walk,M,time,4,Samuel Kireri GATHIMBA,KEN,1:19:25,4765.00,1204,
WC_2022,20kmW,20 Kilometres Race Walk,M,time,5,Brian Daniel PINTADO,ECU,1:19:34,4774.00,1200,
WC_2022,20kmW,20 Kilometres Race Walk,M,time,6,Caio BONFIM,BRA,1:19:51,4791.00,1194,
WC_2022,20kmW,20 Kilometres Race Walk,M,time,7,Álvaro MARTÍN,ESP,1:20:19,4819.00,1184,
WC_2022,20kmW,20 Kilometres Race Walk,M,time,8,Hiroto JUSHO,JPN,1:20:39,4839.00,1177,
WC_2022,20kmW,20 Kilometres Race Walk,M,time,9,Alberto AMEZCUA,ESP,1:20:44,4844.00,1175,
WC_2022,20kmW,20 Kilometres Race Walk,M,time,10,César Augusto RODRÍGUEZ,PER,1:20:59,4859.00,1170,
WC_2022,20kmW,20 Kilometres Race Walk,M,time,11,David HURTADO,ECU,1:21:11,4871.00,1165,
WC_2022,20kmW,20 Kilometres Race Walk,M,time,12,Wayne SNYMAN,RSA,1:21:23,4883.00,1161,
WC_2022,20kmW,20 Kilometres Race Walk,F,time,1,Kimberly GARCÍA LEÓN,PER,1:26:58,5218.00,1191,
WC_2022,20kmW,20 Kilometres Race Walk,F,time,2,Katarzyna ZDZIEBŁO,POL,1:27:31,5251.00,1181,
WC_2022,20kmW,20 Kilometres Race Walk,F,time,3,Shijie QIEYANG,CHN,1:27:56,5276.00,1174,
WC_2022,20kmW,20 Kilometres Race Walk,F,time,4,Jemima MONTAG,AUS,1:28:17,5297.00,1167,
WC_2022,20kmW,20 Kilometres Race Walk,F,time,5,Hong LIU,CHN,1:29:00,5340.00,1155,
WC_2022,20kmW,20 Kilometres Race Walk,F,time,6,Nanako FUJII,JPN,1:29:01,5341.00,1154,
WC_2022,20kmW,20 Kilometres Race Walk,F,time,7,Alegna GONZÁLEZ,MEX,1:29:40,5380.00,1143,
WC_2022,20kmW,20 Kilometres Race Walk,F,time,8,Valentina TRAPLETTI,ITA,1:29:54,5394.00,1139,
WC_2022,20kmW,20 Kilometres Race Walk,F,time,9,Ana CABECINHA,POR,1:30:29,5429.00,1129,
WC_2022,20kmW,20 Kilometres Race Walk,F,time,10,Zhenxia MA,CHN,1:30:39,5439.00,1126,
WC_2022,20kmW,20 Kilometres Race Walk,F,time,11,Olena SOBCHUK,UKR,1:31:19,5479.00,1114,
WC_2022,20kmW,20 Kilometres Race Walk,F,time,12,Hanna SHEVCHUK,UKR,1:31:42,5502.00,1108,
WC_2022,HT,Hammer Throw,M,distance,1,Paweł FAJDEK,POL,81.98,81.98,1233,
WC_2022,HT,Hammer Throw,M,distance,2,Wojciech NOWICKI,POL,81.03,81.03,1219,
WC_2022,HT,Hammer Throw,M,distance,3,Eivind HENRIKSEN,NOR,80.87,80.87,1216,
WC_2022,HT,Hammer Throw,M,distance,4,Quentin BIGOT,FRA,80.24,80.24,1206,
WC_2022,HT,Hammer Throw,M,distance,5,Bence HALÁSZ,HUN,80.15,80.15,1205,
WC_2022,HT,Hammer Throw,M,distance,6,Rudy WINKLER,USA,78.99,78.99,1187,
WC_2022,HT,Hammer Throw,M,distance,7,Mykhaylo KOKHAN,UKR,78.83,78.83,1184,
WC_2022,HT,Hammer Throw,M,distance,8,Daniel HAUGH,USA,78.1,78.10,1173,
WC_2022,HT,Hammer Throw,M,distance,9,Christos FRANTZESKAKIS,GRE,77.04,77.04,1157,
WC_2022,HT,Hammer Throw,M,distance,10,Humberto MANSILLA,CHI,73.91,73.91,1108,
WC_2022,HT,Hammer Throw,M,distance,11,Nick MILLER,GBR,73.74,73.74,1105,
WC_2022,HT,Hammer Throw,M,distance,12,Alex YOUNG,USA,73.6,73.60,1103,
WC_2022,10000m,10000 Metres,F,time,1,Letesenbet GIDEY,ETH,30:09.94,1810.94,1237,
WC_2022,10000m,10000 Metres,F,time,2,Hellen OBIRI,KEN,30:10.02,1810.02,1238,
WC_2022,10000m,10000 Metres,F,time,3,Margaret Chelimo KIPKEMBOI,KEN,30:10.07,1810.07,1238,
WC_2022,10000m,10000 Metres,F,time,4,Sifan HASSAN,NED,30:10.56,1811.56,1237,
WC_2022,10000m,10000 Metres,F,time,5,Rahel DANIEL,ERI,30:12.15,1812.15,1236,
WC_2022,10000m,10000 Metres,F,time,6,Ejgayehu TAYE,ETH,30:12.45,1812.45,1236,
WC_2022,10000m,10000 Metres,F,time,7,Caroline Chepkoech KIPKIRUI,KAZ,30:17.64,1818.64,1230,
WC_2022,10000m,10000 Metres,F,time,8,Bosena MULATIE,ETH,30:17.77,1818.77,1230,
WC_2022,10000m,10000 Metres,F,time,9,Karissa SCHWEIZER,USA,30:18.05,1818.05,1231,
WC_2022,10000m,10000 Metres,F,time,10,Eilish MCCOLGAN,GBR,30:34.60,1835.60,1215,
WC_2022,10000m,10000 Metres,F,time,11,Jess JUDD,GBR,30:35.93,1836.93,1214,
WC_2022,10000m,10000 Metres,F,time,12,Ririka HIRONAKA,JPN,30:39.71,1840.71,1210,
WC_2022,SP,Shot Put,F,distance,1,Chase EALY,USA,20.49,20.49,1238,
WC_2022,SP,Shot Put,F,distance,2,Lijiao GONG,CHN,20.39,20.39,1232,
WC_2022,SP,Shot Put,F,distance,3,Jessica SCHILDER,NED,19.77,19.77,1193,
WC_2022,SP,Shot Put,F,distance,4,Sarah MITTON,CAN,19.77,19.77,1193,
WC_2022,SP,Shot Put,F,distance,5,Auriol DONGMO,POR,19.62,19.62,1184,
WC_2022,SP,Shot Put,F,distance,6,Jiayuan SONG,CHN,19.57,19.57,1181,
WC_2022,SP,Shot Put,F,distance,7,Maddison-Lee WESCHE,NZL,19.50,19.50,1176,
WC_2022,SP,Shot Put,F,distance,8,Jessica WOODARD,USA,18.67,18.67,1124,
WC_2022,SP,Shot Put,F,distance,9,Maggie EWEN,USA,18.64,18.64,1122,
WC_2022,SP,Shot Put,F,distance,10,Danniel THOMAS-DODD,JAM,18.29,18.29,1101,
WC_2022,SP,Shot Put,F,distance,11,Fanny ROOS,SWE,18.27,18.27,1099,
WC_2022,SP,Shot Put,F,distance,12,Axelina JOHANSSON,SWE,17.60,17.60,1057,
WC_2022,10000m,10000 Metres,M,time,1,Joshua CHEPTEGEI,UGA,27:27.43,1647.43,1183,
WC_2022,10000m,10000 Metres,M,time,2,Stanley Waithaka MBURU,KEN,27:27.90,1648.90,1180,
WC_2022,10000m,10000 Metres,M,time,3,Jacob KIPLIMO,UGA,27:27.97,1648.97,1180,
WC_2022,10000m,10000 Metres,M,time,4,Grant FISHER,USA,27:28.14,1648.14,1181,
WC_2022,10000m,10000 Metres,M,time,5,Selemon BAREGA,ETH,27:28.39,1648.39,1181,
WC_2022,10000m,10000 Metres,M,time,6,Mohammed AHMED,CAN,27:30.27,1650.27,1178,
WC_2022,10000m,10000 Metres,M,time,7,Berihu AREGAWI,ETH,27:31.00,1651.00,1177,
WC_2022,10000m,10000 Metres,M,time,8,Daniel MATEIKO,KEN,27:33.57,1654.57,1171,
WC_2022,10000m,10000 Metres,M,time,9,Joe KLECKER,USA,27:38.73,1659.73,1163,
WC_2022,10000m,10000 Metres,M,time,10,Isaac KIMELI,BEL,27:43.50,1664.50,1156,
WC_2022,10000m,10000 Metres,M,time,11,Jimmy GRESSIER,FRA,27:44.55,1665.55,1154,
WC_2022,10000m,10000 Metres,M,time,12,Sean MCGORTY,USA,27:46.30,1666.30,1153,
WC_2022,110mH,110 Metres Hurdles,M,time,1,Grant HOLLOWAY,USA,13.03,13.03,1249,
WC_2022,110mH,110 Metres Hurdles,M,time,2,Trey CUNNINGHAM,USA,13.08,13.08,1239,
WC_2022,110mH,110 Metres Hurdles,M,time,3,Asier MARTÍNEZ,ESP,13.17,13.17,1221,
WC_2022,110mH,110 Metres Hurdles,M,time,4,Damian CZYKIER,POL,13.32,13.32,1193,
WC_2022,110mH,110 Metres Hurdles,M,time,5,Joshua ZELLER,GBR,13.33,13.33,1191,
WC_2022,SP,Shot Put,M,distance,1,Ryan CROUSER,USA,22.94,22.94,1297,
WC_2022,SP,Shot Put,M,distance,2,Joe KOVACS,USA,22.89,22.89,1294,
WC_2022,SP,Shot Put,M,distance,3,Josh AWOTUNDE,USA,22.29,22.29,1258,
WC_2022,SP,Shot Put,M,distance,4,Tom WALSH,NZL,22.08,22.08,1245,
WC_2022,SP,Shot Put,M,distance,5,Darlan ROMANI,BRA,21.92,21.92,1236,
WC_2022,SP,Shot Put,M,distance,6,Filip MIHALJEVIĆ,CRO,21.82,21.82,1230,
WC_2022,SP,Shot Put,M,distance,7,Jacko GILL,NZL,21.40,21.40,1205,
WC_2022,SP,Shot Put,M,distance,8,Adrian PIPERI,USA,20.93,20.93,1176,
WC_2022,SP,Shot Put,M,distance,9,Nick PONZIO,ITA,20.81,20.81,1169,
WC_2022,SP,Shot Put,M,distance,10,Marcus THOMSEN,NOR,20.66,20.66,1160,
WC_2022,SP,Shot Put,M,distance,11,Chukwuebuka Cornnell ENEKWECHI,NGR,20.65,20.65,1160,
WC_2022,SP,Shot Put,M,distance,12,Uziel MUÑOZ,MEX,20.01,20.01,1121,
WC_2022,Marathon,Marathon,M,time,1,Tamirat TOLA,ETH,2:05:36,7536.00,1234,
WC_2022,Marathon,Marathon,M,time,2,Mosinet GEREMEW,ETH,2:06:44,7604.00,1215,
WC_2022,Marathon,Marathon,M,time,3,Bashir ABDI,BEL,2:06:48,7608.00,1214,
WC_2022,Marathon,Marathon,M,time,4,Cameron LEVINS,CAN,2:07:09,7629.00,1208,
WC_2022,Marathon,Marathon,M,time,5,Geoffrey KAMWOROR,KEN,2:07:14,7634.00,1207,
WC_2022,Marathon,Marathon,M,time,6,Seifu TURA,ETH,2:07:17,7637.00,1206,
WC_2022,Marathon,Marathon,M,time,7,Gabriel Gerald GEAY,TAN,2:07:31,7651.00,1202,
WC_2022,Marathon,Marathon,M,time,8,Daniel DO NASCIMENTO,BRA,2:07:35,7655.00,1201,
WC_2022,Marathon,Marathon,M,time,9,Shumi DECHASA,BRN,2:07:52,7672.00,1196,
WC_2022,Marathon,Marathon,M,time,10,Isaac MPOFU,ZIM,2:07:56,7676.00,1195,
WC_2022,Marathon,Marathon,M,time,11,Maru TEFERI,ISR,2:07:59,7679.00,1194,
WC_2022,Marathon,Marathon,M,time,12,Othmane EL GOUMRI,MAR,2:08:14,7694.00,1190,
WC_2022,PV,Pole Vault,F,distance,1,Katie NAGEOTTE,USA,4.85,4.85,1224,
WC_2022,PV,Pole Vault,F,distance,2,Sandi MORRIS,USA,4.85,4.85,1224,
WC_2022,PV,Pole Vault,F,distance,3,Nina KENNEDY,AUS,4.80,4.80,1208,
WC_2022,PV,Pole Vault,F,distance,4,Tina ŠUTEJ,SLO,4.70,4.70,1177,
WC_2022,PV,Pole Vault,F,distance,5,Aikaterini STEFANIDI,GRE,4.70,4.70,1177,
WC_2022,PV,Pole Vault,F,distance,6,Ling LI,CHN,4.60,4.60,1145,
WC_2022,PV,Pole Vault,F,distance,6,Wilma MURTO,FIN,4.60,4.60,1145,
WC_2022,PV,Pole Vault,F,distance,8,Angelica MOSER,SUI,4.60,4.60,1145,
WC_2022,PV,Pole Vault,F,distance,9,Anicka NEWELL,CAN,4.45,4.45,1099,
WC_2022,PV,Pole Vault,F,distance,10,Jacqueline OTCHERE,GER,4.45,4.45,1099,
WC_2022,PV,Pole Vault,F,distance,11,Ninon CHAPELLE,FRA,4.45,4.45,1099,
WC_2022,PV,Pole Vault,F,distance,12,Gabriela LEON,USA,4.30,4.30,1052,
WC_2022,HT,Hammer Throw,F,distance,1,Brooke ANDERSEN,USA,78.96,78.96,1238,
WC_2022,HT,Hammer Throw,F,distance,2,Camryn ROGERS,CAN,75.52,75.52,1182,
WC_2022,HT,Hammer Throw,F,distance,3,Janee' KASSANAVOID,USA,74.86,74.86,1172,
WC_2022,HT,Hammer Throw,F,distance,4,Sara FANTINI,ITA,73.18,73.18,1145,
WC_2022,HT,Hammer Throw,F,distance,5,Jillian WEIR,CAN,72.41,72.41,1132,
WC_2022,HT,Hammer Throw,F,distance,6,Bianca Florentina GHELBER,ROU,72.26,72.26,1130,
WC_2022,HT,Hammer Throw,F,distance,7,Silja KOSONEN,FIN,70.81,70.81,1106,
WC_2022,HT,Hammer Throw,F,distance,8,Na LUO,CHN,70.42,70.42,1100,
WC_2022,HT,Hammer Throw,F,distance,9,Grete AHLBERG,SWE,70.11,70.11,1095,
WC_2022,HT,Hammer Throw,F,distance,10,Krista TERVO,FIN,69.04,69.04,1078,
WC_2022,HT,Hammer Throw,F,distance,11,Hanna SKYDAN,AZE,69.01,69.01,1077,
WC_2022,HT,Hammer Throw,F,distance,12,Annette Nneka ECHIKUNWOKE,USA,68.12,68.12,1063,
WC_2022,3000mSC,3000 Metres Steeplechase,M,time,1,Soufiane EL BAKKALI,MAR,8:25.13,505.13,1144,
WC_2022,3000mSC,3000 Metres Steeplechase,M,time,2,Lamecha GIRMA,ETH,8:26.01,506.01,1140,
WC_2022,3000mSC,3000 Metres Steeplechase,M,time,3,Conseslus KIPRUTO,KEN,8:27.92,508.92,1127,
WC_2022,3000mSC,3000 Metres Steeplechase,M,time,4,Getnet WALE,ETH,8:28.68,509.68,1124,
WC_2022,3000mSC,3000 Metres Steeplechase,M,time,5,Abraham KIBIWOT,KEN,8:28.95,509.95,1122,
WC_2022,3000mSC,3000 Metres Steeplechase,M,time,6,Evan JAGER,USA,8:29.08,509.08,1126,
WC_2022,3000mSC,3000 Metres Steeplechase,M,time,7,Yemane HAILESELASSIE,ERI,8:29.40,509.40,1125,
WC_2022,3000mSC,3000 Metres Steeplechase,M,time,8,Hillary BOR,USA,8:29.77,510.77,1119,
WC_2022,3000mSC,3000 Metres Steeplechase,M,time,9,Daniel ARCE,ESP,8:30.05,510.05,1122,
WC_2022,3000mSC,3000 Metres Steeplechase,M,time,10,Hailemariyam AMARE,ETH,8:31.54,512.54,1111,
WC_2022,3000mSC,3000 Metres Steeplechase,M,time,11,Avinash Mukund SABLE,IND,8:31.75,512.75,1110,
WC_2022,3000mSC,3000 Metres Steeplechase,M,time,12,Ahmed ABDELWAHED,ITA,8:33.43,513.43,1107,
WC_2022,HJ,High Jump,M,distance,1,Mutaz Essa BARSHIM,QAT,2.37,2.37,1242,
WC_2022,HJ,High Jump,M,distance,2,Sanghyeok WOO,KOR,2.35,2.35,1224,
WC_2022,HJ,High Jump,M,distance,3,Andrii PROTSENKO,UKR,2.33,2.33,1206,
WC_2022,HJ,High Jump,M,distance,4,Gianmarco TAMBERI,ITA,2.33,2.33,1206,
WC_2022,HJ,High Jump,M,distance,5,Shelby MCEWEN,USA,2.3,2.30,1179,
WC_2022,HJ,High Jump,M,distance,6,Django LOVETT,CAN,2.27,2.27,1152,
WC_2022,HJ,High Jump,M,distance,6,Luis Enrique ZAYAS,CUB,2.27,2.27,1152,
WC_2022,HJ,High Jump,M,distance,8,Tomohiro SHINNO,JPN,2.27,2.27,1152,
WC_2022,HJ,High Jump,M,distance,9,JuVaughn HARRISON,USA,2.27,2.27,1152,
WC_2022,HJ,High Jump,M,distance,10,Joel BADEN,AUS,2.27,2.27,1152,
WC_2022,HJ,High Jump,M,distance,11,Yonathan KAPITOLNIK,ISR,2.24,2.24,1126,
WC_2022,HJ,High Jump,M,distance,12,Mateusz PRZYBYLKO,GER,2.24,2.24,1126,
WC_2022,HJ,High Jump,M,distance,13,Edgar RIVERA,MEX,2.19,2.19,1081,
WC_2022,1500m,1500 Metres,F,time,1,Faith KIPYEGON,KEN,3:52.96,233.96,1255,
WC_2022,1500m,1500 Metres,F,time,2,Gudaf TSEGAY,ETH,3:54.52,235.52,1242,
WC_2022,1500m,1500 Metres,F,time,3,Laura MUIR,GBR,3:55.28,235.28,1244,
WC_2022,1500m,1500 Metres,F,time,4,Freweyni HAILU,ETH,4:01.28,241.28,1195,
WC_2022,1500m,1500 Metres,F,time,5,Sofia ENNAOUI,POL,4:01.43,241.43,1194,
WC_2022,1500m,1500 Metres,F,time,6,Sinclaire JOHNSON,USA,4:01.63,242.63,1184,
WC_2022,1500m,1500 Metres,F,time,7,Jessica HULL,AUS,4:01.82,242.82,1183,
WC_2022,1500m,1500 Metres,F,time,8,Winnie NANYONDO,UGA,4:01.98,242.98,1182,
WC_2022,1500m,1500 Metres,F,time,9,Georgia GRIFFITH,AUS,4:03.26,243.26,1179,
WC_2022,1500m,1500 Metres,F,time,10,Cory Ann MCGEE,USA,4:03.70,244.70,1168,
WC_2022,1500m,1500 Metres,F,time,11,Marta PÉREZ,ESP,4:04.25,244.25,1172,
WC_2022,1500m,1500 Metres,F,time,12,Hirut MESHESHA,ETH,4:05.86,246.86,1151,
WC_2022,TJ,Triple Jump,F,distance,1,Yulimar ROJAS,VEN,15.47,15.47,1269,
WC_2022,TJ,Triple Jump,F,distance,2,Shanieka RICKETTS,JAM,14.89,14.89,1209,
WC_2022,TJ,Triple Jump,F,distance,3,Tori FRANKLIN,USA,14.72,14.72,1191,
WC_2022,TJ,Triple Jump,F,distance,4,Leyanis PÉREZ HERNÁNDEZ,CUB,14.70,14.70,1189,
WC_2022,TJ,Triple Jump,F,distance,5,Thea LAFOND,DMA,14.56,14.56,1175,
WC_2022,TJ,Triple Jump,F,distance,6,Keturah ORJI,USA,14.49,14.49,1168,
WC_2022,TJ,Triple Jump,F,distance,7,Kimberly WILLIAMS,JAM,14.29,14.29,1147,
WC_2022,TJ,Triple Jump,F,distance,8,Patrícia MAMONA,POR,14.29,14.29,1147,
WC_2022,TJ,Triple Jump,F,distance,9,Kristiina MÄKELÄ,FIN,14.18,14.18,1136,
WC_2022,TJ,Triple Jump,F,distance,10,Maryna BEKH-ROMANCHUK,UKR,13.91,13.91,1108,
WC_2022,TJ,Triple Jump,F,distance,11,Ackelia SMITH,JAM,13.90,13.90,1107,
WC_2022,Marathon,Marathon,F,time,1,Gotytom GEBRESLASE,ETH,2:18:11,8291.00,1252,
WC_2022,Marathon,Marathon,F,time,2,Judith Jeptum KORIR,KEN,2:18:20,8300.00,1250,
WC_2022,Marathon,Marathon,F,time,3,Lonah Chemtai SALPETER,ISR,2:20:18,8418.00,1230,
WC_2022,Marathon,Marathon,F,time,4,Nazret WELDU,ERI,2:20:29,8429.00,1228,
WC_2022,Marathon,Marathon,F,time,5,Sara HALL,USA,2:22:10,8530.00,1211,
WC_2022,Marathon,Marathon,F,time,6,Angela TANUI,KEN,2:22:15,8535.00,1210,
WC_2022,Marathon,Marathon,F,time,7,Emma BATES,USA,2:23:18,8598.00,1200,
WC_2022,Marathon,Marathon,F,time,8,Keira D'AMATO,USA,2:23:34,8614.00,1197,
WC_2022,Marathon,Marathon,F,time,9,Mizuki MATSUDA,JPN,2:23:49,8629.00,1194,
WC_2022,Marathon,Marathon,F,time,10,Citlali CRISTIAN MOSCOTE,MEX,2:26:33,8793.00,1167,
WC_2022,Marathon,Marathon,F,time,11,Deshun ZHANG,CHN,2:28:11,8891.00,1151,
WC_2022,Marathon,Marathon,F,time,12,Jess PIASECKI,GBR,2:28:41,8921.00,1146,
WC_2022,Heptathlon,Heptathlon,F,points,1,Nafissatou THIAM,BEL,6947,6947.00,1262,
WC_2022,Heptathlon,Heptathlon,F,points,2,Anouk VETTER,NED,6867,6867.00,1246,
WC_2022,Heptathlon,Heptathlon,F,points,3,Anna HALL,USA,6755,6755.00,1224,
WC_2022,Heptathlon,Heptathlon,F,points,4,Adrianna SUŁEK,POL,6672,6672.00,1207,
WC_2022,Heptathlon,Heptathlon,F,points,5,Noor VIDTS,BEL,6559,6559.00,1185,
WC_2022,Heptathlon,Heptathlon,F,points,6,Annik KÄLIN,SUI,6464,6464.00,1166,
WC_2022,Heptathlon,Heptathlon,F,points,7,Emma OOSTERWEGEL,NED,6440,6440.00,1161,
WC_2022,Heptathlon,Heptathlon,F,points,8,Katarina JOHNSON-THOMPSON,GBR,6222,6222.00,1118,
WC_2022,Heptathlon,Heptathlon,F,points,9,Claudia CONTE,ESP,6194,6194.00,1113,
WC_2022,Heptathlon,Heptathlon,F,points,10,Paulina LIGARSKA,POL,6093,6093.00,1093,
WC_2022,Heptathlon,Heptathlon,F,points,11,Ashtin ZAMZOW-MAHLER,USA,5974,5974.00,1070,
WC_2022,Heptathlon,Heptathlon,F,points,12,Michelle ATHERLEY,USA,5959,5959.00,1067,
WC_2022,1500m,1500 Metres,M,time,1,Jake WIGHTMAN,GBR,3:29.23,209.23,1256,
WC_2022,1500m,1500 Metres,M,time,2,Jakob INGEBRIGTSEN,NOR,3:29.47,209.47,1252,
WC_2022,1500m,1500 Metres,M,time,3,Mohamed KATIR,ESP,3:29.90,210.90,1232,
WC_2022,1500m,1500 Metres,M,time,4,Mario GARCÍA,ESP,3:30.20,210.20,1242,
WC_2022,1500m,1500 Metres,M,time,5,Josh KERR,GBR,3:30.60,211.60,1222,
WC_2022,1500m,1500 Metres,M,time,6,Timothy CHERUIYOT,KEN,3:30.69,211.69,1221,
WC_2022,1500m,1500 Metres,M,time,7,Abel KIPSANG,KEN,3:31.21,211.21,1228,
WC_2022,1500m,1500 Metres,M,time,8,Teddese LEMI,ETH,3:32.98,213.98,1189,
WC_2022,1500m,1500 Metres,M,time,9,Stewart MCSWEYN,AUS,3:33.24,213.24,1199,
WC_2022,1500m,1500 Metres,M,time,10,Michał ROZMYS,POL,3:34.58,215.58,1167,
WC_2022,1500m,1500 Metres,M,time,11,Ignacio FONTES,ESP,3:34.71,215.71,1165,
WC_2022,1500m,1500 Metres,M,time,12,Joshua THOMPSON,USA,3:35.57,216.57,1153,
WC_2022,400mH,400 Metres Hurdles,M,time,1,Alison DOS SANTOS,BRA,46.29,46.29,1322,
WC_2022,400mH,400 Metres Hurdles,M,time,2,Rai BENJAMIN,USA,46.89,46.89,1290,
